iter	Logloss
0	0.6240495454
1	0.5796500096
2	0.5223349312
3	0.4734739816
4	0.4356460714
5	0.3927914891
6	0.3607352846
7	0.3365509113
8	0.3067410077
9	0.2914159731
10	0.2789579861
11	0.2654491511
12	0.2494211576
13	0.235137594
14	0.2195369766
15	0.2075514001
16	0.1961211677
17	0.1862028497
18	0.1800474915
19	0.1734727918
20	0.1644785349
21	0.1575452462
22	0.151565369
23	0.1466258465
24	0.1414432731
25	0.1363783173
26	0.1308244716
27	0.1240643516
28	0.1204986885
29	0.1143627451
30	0.108938413
31	0.1045661241
32	0.1023007575
33	0.09810027459
34	0.09263375308
35	0.08806446474
36	0.08502752743
37	0.08161449952
38	0.07882878478
39	0.07680529497
40	0.0745284746
41	0.07294037229
42	0.07103098697
43	0.06837969246
44	0.06502559232
45	0.06330217477
46	0.06062634473
47	0.05854996466
48	0.05660780523
49	0.05496656099
50	0.05390348011
51	0.05250734696
52	0.05086477334
53	0.05014269524
54	0.04870182538
55	0.04803786368
56	0.04604821502
57	0.04495448362
58	0.04410142814
59	0.04263655215
60	0.04143798624
61	0.04029423151
62	0.03968553531
63	0.03891621942
64	0.03766811374
65	0.03616035488
66	0.03513218934
67	0.03377576416
68	0.03329341208
69	0.03242373948
70	0.03160238819
71	0.0306579812
72	0.03019082043
73	0.02981456826
74	0.02943632315
75	0.02873285285
76	0.02809352232
77	0.02706388753
78	0.02612979338
79	0.02555565654
80	0.02477110484
81	0.02413808863
82	0.02379694392
83	0.02317445534
84	0.02286628005
85	0.02218840601
86	0.0214911981
87	0.02094910688
88	0.02041428181
89	0.01996784277
90	0.01940723012
91	0.01878820835
92	0.01850922684
93	0.01808450636
94	0.01759631532
95	0.01723208879
96	0.01671533995
97	0.01634265804
98	0.01595143695
99	0.0155700678
100	0.01521422505
101	0.01484949007
102	0.01439949744
103	0.01400222388
104	0.01373053561
105	0.01351730127
106	0.01330503827
107	0.01303079395
108	0.01282022493
109	0.01254338214
110	0.01230652109
111	0.01221682589
112	0.01202317919
113	0.0117607815
114	0.01151194539
115	0.01136136971
116	0.01120741704
117	0.01097399051
118	0.01083211698
119	0.01064920102
120	0.0104065863
121	0.0102716218
122	0.01012162197
123	0.009967655808
124	0.009778259174
125	0.009677702337
126	0.009525703081
127	0.0093746741
128	0.009177669737
129	0.008961081578
130	0.00882877137
131	0.008649535282
132	0.008543699287
133	0.008402273062
134	0.008302406797
135	0.008212102787
136	0.008103269971
137	0.007951985418
138	0.007818312203
139	0.00767350775
140	0.00755488859
141	0.007485053282
142	0.007369052027
143	0.007283511697
144	0.007217164177
145	0.007146414085
146	0.00703808085
147	0.006977097779
148	0.006934686483
149	0.006850697665
150	0.006756971277
151	0.00665913357
152	0.006554247624
153	0.006464483406
154	0.006394253481
155	0.006321001099
156	0.006265330949
157	0.006207031824
158	0.006153416367
159	0.006048218148
160	0.00599772118
161	0.005941422396
162	0.005853976482
163	0.005791246839
164	0.005706518487
165	0.005656485314
166	0.005565570662
167	0.005491527504
168	0.005448894297
169	0.005396229605
170	0.005332618034
171	0.005270769117
172	0.005205505637
173	0.005176146716
174	0.005090372665
175	0.005028926228
176	0.004974404762
177	0.004943610286
178	0.00486317118
179	0.004788212014
180	0.004732495905
181	0.004686982847
182	0.004646071241
183	0.004602250322
184	0.004549173124
185	0.004513822375
186	0.004477147566
187	0.004432620832
188	0.004381968853
189	0.00435722169
190	0.004334293044
191	0.00428334938
192	0.004244475252
193	0.004197781349
194	0.004144788438
195	0.004099785562
196	0.004054178241
197	0.004016102746
198	0.003973304645
199	0.003947411477
200	0.003919664278
201	0.003898059948
202	0.003853189933
203	0.003834373025
204	0.003799112645
205	0.003774431219
206	0.003753101955
207	0.003729902233
208	0.003687213995
209	0.003650314006
210	0.003603597308
211	0.003569572617
212	0.003538207762
213	0.003498830541
214	0.003450490088
215	0.003427603647
216	0.003388982053
217	0.003357758438
218	0.00332350237
219	0.003304344189
220	0.003303945658
221	0.003277298253
222	0.003277298253
223	0.003250863382
224	0.003227345426
225	0.003218272843
226	0.003218272843
227	0.003184235495
228	0.003135455194
229	0.003135461832
230	0.003135401199
231	0.00310714472
232	0.003081052502
233	0.003059473599
234	0.003040117511
235	0.00301421126
236	0.003014172045
237	0.002987478481
238	0.002975095732
239	0.002950913067
240	0.002930882006
241	0.002897410903
242	0.002866452124
243	0.002847121424
244	0.002833723303
245	0.002804584402
246	0.002784843866
247	0.002769230175
248	0.002767236204
249	0.002767236204
250	0.002738799433
251	0.002733347779
252	0.002733309652
253	0.002733281266
254	0.002704793406
255	0.002704652045
256	0.00268266233
257	0.002671504926
258	0.002662256267
259	0.002662238864
260	0.002662212187
261	0.002662158421
262	0.00264207587
263	0.002623856923
264	0.002609409457
265	0.002580756269
266	0.002580752117
267	0.00257522454
268	0.002556365612
269	0.002556358087
270	0.002533109107
271	0.002514592665
272	0.002496155529
273	0.002496142696
274	0.002496132382
275	0.002496142234
276	0.002496142234
277	0.002479963143
278	0.002472660759
279	0.002472645528
280	0.002463874498
281	0.002463855955
282	0.002449027497
283	0.002449036897
284	0.002425089118
285	0.002425073103
286	0.002425044826
287	0.002409331054
288	0.002409309972
289	0.002400972463
290	0.002391284751
291	0.00237645383
292	0.002362146394
293	0.002349205234
294	0.002349196311
295	0.002330779239
296	0.002318497502
297	0.002318501399
298	0.002318473747
299	0.002302204129
