feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,Churn
2.365397735617739,-2.405070211852649,1.4545298125768045,0.6354537186648757,0.3314852620217588,0.2554835301955555,0.1417658589610795,-1.8844584265608013,-1.619776758022065,0.42321237445701776,0
1.4663588313902067,1.4318378764526818,2.4926884931033477,1.6627408686266065,0.8455260998852114,2.7681287809159603,1.1512196407856137,-1.2784318450762922,-0.07690288718292071,-0.7219633271251292,0
0.818120984733028,-0.40840875565876855,-1.2305455535022998,1.7091576471435213,1.5910193057751172,1.0304781154870235,-0.20576859802966765,0.31240745394608027,2.566688762896697,0.8899875622171,0
0.173130383440931,-2.01946067528689,-0.303312423459996,0.22270649025433042,0.5317448831256588,-0.3400937264153201,0.18676205484824018,-3.1335642358848785,2.6822465897416943,2.633537940031605,0
-1.075338505938082,1.2318630689875474,-1.1691581370654385,-1.186857719907273,-0.7150218680302427,3.3303006557208135,-1.0285765255061254,1.8406201361967307,1.0021009300257386,-1.151868384586774,1
1.3707826925629627,1.3247382414738547,2.1910314651778453,2.9560776090663,-0.5777505081541768,-0.09832464443731836,-0.6041676033158545,-1.9825685055010533,1.0750509542786642,0.14280939244258323,1
1.591692711474979,-1.1341471431699262,-0.9131433146253294,1.0749324409434182,0.4233419486085754,0.9982925850835328,2.0807659040391893,1.4329489333581678,-0.12343197472758849,-0.679440922931713,0
1.281503197809329,0.07746998869838584,0.8913471846174144,2.4738295605998557,-0.25295169922576405,-0.3940633406274807,1.5133362783557256,-1.5958041893424313,1.5769486008000764,0.6983208157562021,1
0.7042790760050429,0.7278984177997461,0.12385120427831783,0.8299034242262824,0.48178370786128394,1.4328084591606922,-0.6958614201447756,1.1477184091694148,-0.19428723836601747,1.182352844091784,1
-0.2531779757601314,0.6623064182645251,-1.5116618729393365,-0.22500248368231046,-1.3162700410740993,2.349601889389082,-0.8082184087866364,2.4264623413868254,0.7257535022226863,0.6186301201097418,1
1.0537280984678283,0.9848522951086818,1.5941073962143975,2.4911659201148653,-1.0642215103355075,-0.3631473860007295,0.9952112224773986,-1.6520962961881607,1.1383897673500467,1.0160935216469669,1
-2.7372162764459227,0.9270521330491679,-3.2040016555613837,-1.450855300940902,1.0452510148730776,-0.612716480517556,0.3497695206060582,2.366160831554632,2.4110175522245916,-1.7381116395453866,1
2.8460600389454007,-1.6896542313379426,2.182389327983895,1.7492787882052183,0.9373272918208769,1.205037271894028,-0.978322207591943,-2.5815314412398553,-0.6899462026829593,0.4730509282332128,0
-0.2762958156040493,1.9515506020857567,0.2910543789904607,1.269614160978091,0.5108629891483177,1.1438905806617141,2.444582752582506,0.08042096682129196,1.7968066209417084,0.17252678292308982,1
-2.269024110565735,0.9668057308955259,-0.6407831568701767,-2.136912222608313,0.2954272865648849,1.106180293270258,0.6634477291515113,-0.25574123091552114,1.2603534240805105,1.4695825373608864,1
0.9233215006602588,-2.1457288638869088,-1.5251970670408623,-1.0149896437783799,0.5822444775637607,0.9198485474908612,-0.0659746208908102,1.9995628580049585,-1.5871935640328632,-1.7443307192782576,0
2.1183164698008734,-1.3108852141436151,2.6919109424767993,0.13736903216075524,-0.5974233651432281,1.755742159108426,1.0779017394533252,-2.364481247579457,-2.2093861049039223,-1.7021343999747023,0
-1.9856345709732681,0.718664178256152,0.2666150474920809,-0.18295022824641394,-0.7422480135662024,-2.582307817312466,-0.503504161887299,-2.8938764735765927,2.6352052979579588,-0.22064275011577214,1
1.1794821771440906,0.5724562878416251,3.0140955338545017,-0.1582982406032416,-0.8912185001067509,2.8320837153103984,-0.06184008396068339,-1.76476860037309,-1.941731341255521,-0.36010595263818695,0
1.126560503976828,-0.16928203312449963,0.5252040924735297,0.9505476533364837,0.3313416467793406,1.8936632683897563,0.5334008512375619,-0.5207062213598908,0.5890409812000775,1.1468791992518994,0
1.8515547794990013,-1.600540316655296,0.2526019643021803,1.604984290601866,-1.6376049174566718,-0.15876802375209187,0.1196002626671043,-1.022921770211368,0.38157644212033226,0.8209668843684006,0
-4.072927629762865,2.1137554959914855,-1.0507953339763982,-2.3713264032837222,0.7613055634094525,-0.778212104204731,-1.1459005899823282,-0.9478355743937814,2.960862534644115,-1.4281484954450976,1
1.1104117721496694,-0.5230929093274661,-0.2917876089154672,0.7784210923630706,-0.5022751745078862,1.825629104611067,-0.4927552111940789,0.403831909244162,0.530064282442462,0.923970458584404,0
-1.9345795856410626,0.9540908213228292,-2.4238486339637175,-1.064823618095401,-0.16966815878122207,0.3979432211921875,-0.8063626971363014,2.2085281086568105,1.7697726958491944,-0.17194793491127605,1
4.781243568341444,-2.4887778334119,1.6053290929581643,3.7827642703793196,0.7404071223772372,0.6908314249744303,0.03390078412545998,-0.9692824582881469,-1.245249375305338,-0.11994127362647256,0
-1.704819724096096,0.5657329816261228,-2.083633346048747,-1.5643510979233715,0.48444660527893796,0.7979385931332876,0.4616662947113632,2.1025703023267193,0.885732119406079,-1.3013435268355793,1
1.806132916709625,-0.7869695944576671,0.11311289324602239,1.3709175361971546,-1.216325832795099,-0.1314112185933769,-0.2101669077919015,1.00966334200589,-1.251907016682973,0.2349778748162469,0
-0.637995489049182,0.4880927044905534,2.829823738978082,-2.226146290037384,-1.0463548733703751,3.0990368399473103,0.029102708325022607,-3.3474898992550477,-0.8673380544058265,0.008828138267394708,0
3.0961620815436706,-2.400425236130994,1.3330738182648485,2.1475920810526143,-2.21004278929018,0.2888597961257323,1.1040706092820498,-2.098587363445419,-0.3737752776538569,-1.069960156592582,0
-1.4256969968310267,1.0698962537892858,-0.10355733142385391,-0.9754368761272465,0.0911882738437822,0.7755083095387454,-0.5619462476951015,-0.36845872716033856,1.0769045057264715,1.068959535275138,1
0.7941183934434264,-1.2261710972709545,-2.2091489318422672,0.4710934057365599,-0.5186079790302947,1.4615748751250026,-1.0780621499637142,2.021829610018825,1.1166636138934318,1.1535634286598602,0
-1.7499146015793252,0.5906169098866932,-1.5411999019741083,-1.7802130520502477,0.6052237010182555,1.2861725649175506,1.1154332973811345,1.2523521094212275,0.9913341893771795,-0.20631480361932888,1
-1.4105635292837015,-3.448274014503313,-2.482540427202561,-2.2544884321392984,0.5205530577324272,-1.939321919093189,0.6301487764278614,-1.9308288130700126,2.2100602199608583,-1.167534215312696,1
0.1740576109082459,0.5152394088632137,-1.3311679611007798,0.5152946241300382,-0.18138540310928583,1.819284401392114,-0.49435433785671684,2.0606052783597155,0.9807361153489805,0.3382524875291783,1
4.480163757240368,-1.1341611575832362,0.9765196085391016,3.9919084815788852,-0.629352099686685,0.3091711043151213,-0.7492156170889224,1.7337946182994153,-2.3162013625701308,-0.790012802081076,0
-1.965492840444395,0.3986135831361852,-1.6435992343191421,-2.6890797143572627,0.3450753769458505,1.9583968028116492,1.286503119071931,1.5939532436013,0.3370595508336891,0.23882938618641383,1
0.6652504034368703,-2.693671957476792,-0.3905586550227611,0.29276472974346546,0.38124426647807275,-1.3307507560677259,-0.13592728985576719,-2.659276995524225,1.565605668893139,-0.6528084841698033,1
3.742134809739221,-0.5895211442742774,2.7027525008113975,3.046996877158595,0.8280660763723794,2.2509131885460416,-0.2621451438679057,-1.4191419516394588,-1.1567231705153957,0.6569471123242788,0
1.77323869538536,-1.4735815634644456,-1.2671424085358083,1.639895311381402,-0.4691490300258103,-0.05682641858252069,0.6446282463176967,1.4333238667242576,0.23710000449275115,-0.2922597619017695,0
-0.03019825000008622,-1.281771729100377,-3.4624846072370636,1.0757789195956424,-0.5531921834348867,0.028699091467913607,0.7036416157931751,1.4998531723906432,3.7169641860278353,-1.354018358498404,0
1.6438003737099838,-0.6705904869292503,0.968192474925568,0.6661975426524005,1.2030478522059247,0.9948286737818752,0.7754237330893744,-0.015100411134185365,-1.4876469814831825,0.3406541364121413,0
